Timestamp,name,Ambito di appartenenza del servizio:,Ente/Soggetto erogatore del servizio:,Indirizzo:,Referente del servizio e recapito diretto:,Contatti aggiuntivi:,Modalità di fruizione e di accesso al pubblico:,Condizioni economiche di accesso ,Giorni e orari di apertura:,Giorni della settimana e orari di apertura: [Lunedì],Giorni della settimana e orari di apertura: [Martedì],Giorni della settimana e orari di apertura: [Mercoledì],Giorni della settimana e orari di apertura: [Giovedì],Giorni della settimana e orari di apertura: [Venerdì],Giorni della settimana e orari di apertura: [Sabato],Giorni della settimana e orari di apertura: [Domenica],Periodo di apertura:,Seleziona i mesi di apertura:,Indica le occasioni di apertura:,Descrizione sintetica del servizio e quali sono le sue attività principali:,Età principali destinatari:,Altri target specifici:,È accessibile a persone con disabilità motoria?,Sono disponibili parcheggi entro 100 metri?  [Riservati agli utenti],Sono disponibili parcheggi entro 100 metri?  [Gratuiti],Sono disponibili parcheggi entro 100 metri?  [A pagamento],Sono disponibili parcheggi entro 100 metri?  [Riservati ai disabili],Data di compilazione:,Note aggiuntive:,latitude,longitude,coord_source,matched_poi_name,matched_poi_address,match_score,match_gap,match_status,map_category,address
45885.43288953704,BANCA PER IL TRENTINO ALTO ADIGE - BANK FUER TRENTINO SUEDTIROL,Servizi e attività economiche,Banca di Credito Cooperativo Italiano filiale di Povo,"Piazza G. Manci, 17 - Povo (Trento)",Direttore di filiale - 0461 206350,filiale010@bancapts.it,Accesso libero,Misto,Aperto in determinati giorni/orari,"Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio",,,Sempre aperto,,,"La filiale di Povo offre, oltre a tutti i servizi bancari (tra cui finanziamenti, investimenti, servizi assicurativi e servizi di pagamento), anche servizio di cassette di sicurezza, servizio di cassa dal lun al ven 8.05-13.20 e consulenza anche il pomeriggio con orario 14.30-16.00, previo appuntamento (per le condizioni consultare la filiale. Condizioni particolari riservate ai soci). E' dotata di ATM per prelievi, ricariche, ecc. e versamenti in cassa continua, accessibile 24 ore su 24.","Adolescenti (11–17 anni), Giovani (18–30 anni), Adulti (31–64 anni), Anziani (65+)","Tutti, E' possibile richiedere l'ammissione a soci, usufruendo di condizioni e servizi riservati","Si, in autonomia",Si,Si,,Si,45885,"Situata al piano terra di un edificio prospicente a Piazza Manci, con parcheggio riservto alla clientela, la filiale è gestita da un direttore di filiale, alcuni operatori di sportello ed alcuni consulenti. 
https://www.bancapts.it/
indirizzo mail della filiale di Povo: filiale010@bancapts.it ",46.065662,11.154894,commercio_e_servizi_di_prossimita.csv,Banca per il Trentino Alto Adige - Bank für Trentino Südtirol,Piazza Manci 17,98.87,22.06,automatico,Servizi e attività economiche,"Piazza G. Manci, 17 - Povo (Trento)"
45891.47858553241,Sala Multiuso 2 presso Centro civico,Cultura e tempo libero,Comune di Trento,via Don T. Dallafior 5,Circoscrizione di Povo - 0461 889920,circoscrizione.povo@comune.trento.it,Con prenotazione,Misto,Aperto in determinati giorni/orari,,,,,,,,Solo in determinate occasioni,,Previa prenotazione,"Sala pubblica del Comune di Trento, collocata al primo piano del Centro civico (via Don T. Dallafior n. 5, Povo), prenotabile per piccole riunioni, incontri, corsi (no feste di compleanno ecc...). E' una sala rettangolare da 52 mq, sbarrierata (raggiungibile tramite ascensore), con possibilità di parcheggio nell'attiguo Piazzale Merler e nell'autorimessa del Centro civico. Per prenotarla occorre accedere con SPID al portale Spazi comuni: https://spazicomuni.comune.trento.it/, scegliere Circoscrizione 7 - Povo e poi la sala, verificandone la disponibilità sul calendario (si raccomanda di effettuare la prenotazione con un anticipo di 15-20 giorni rispetto alla data desiderata).
I costi, indicati nel sito in fase di prenotazione, variano in base alla tipologia di utente ed all'orario di utilizzo. Per informazioni: Circoscrizione di Povo tel. 0461 889920 - circoscrizione.povo@comune.trento.it",Tutte la età,Tutti,"Si, in autonomia",Si,Si,,Si,45891,,46.064937,11.153418,cultura_socialita_e_spazi_comuni.csv,Sala Multiuso 2 presso Centro civico,Via Don T. Dallafior 5,100.0,20.53,automatico,Cultura e tempo libero,via Don T. Dallafior 5
45894.412234675925,Bar In Centro,Ristorazione e agriturismi,Privato,P.zza Manci n. 9 ,Travaglia Loris 349 8537577,,Accesso libero,Misto,Aperto in determinati giorni/orari,"Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera",Mattina,Sempre aperto,,,"Bar ideale per colazioni e aperitivi, aperto tutti i giorni dalle 7.00 alle 22.00; la domenica dalle 7.00 alle 13.00. Offre caffè e affini, bibite e tramezzini (no pasti) - posti a sedere all'interno del locale, sul terrazzo e nell'area antistante l'ingresso. ",Tutte la età,Tutti,"Si, in autonomia",,Si,,Si,45894,Molto frequentato,46.06636727452834,11.140654413991328,foursquare_povo.geojson,Bar di Ingegneria dell'Università degli Studi di Trento,Via Mesiano 77,74.73,0.59,da_verificare,Ristorazione e agriturismi,P.zza Manci n. 9 
45894.41619054398,Bar Al Canton,Ristorazione e agriturismi,privato,P.zza Manci n. 21,Daniela Tonezzer - cell. 3395717713,,Accesso libero,Misto,Aperto in determinati giorni/orari,"Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera",,Sempre aperto,,,"Bar ideale per colazioni e aperitivi (no pasti), aperto dal lunedì al sabato con orario 7.00-20.30. Posti a sedere all'interno e su plateatico esterno.",Tutte la età,Tutti,"Si, in autonomia",,Si,,Si,45894,Molto frequentato,46.06636727452834,11.140654413991328,foursquare_povo.geojson,Bar di Ingegneria dell'Università degli Studi di Trento,Via Mesiano 77,74.73,0.59,da_verificare,Ristorazione e agriturismi,P.zza Manci n. 21
45895.46020850695,OFFICINA MECCANICA ELETTRAUTO GOMMISTA,Servizi e attività economiche,AUTODELTA SRL UNIPERSONALE,"VIA SOMMARIVE, 2",LORENZO ZORDAN,0461810667 -  info@autodeltapovo.it,Accesso libero,A pagamento,Aperto in determinati giorni/orari,"Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio",,,Sempre aperto,,,RIPARAZIONE AUTOVEICOLI - ELETTRAUTO - GOMMISTA,"Giovani (18–30 anni), Adulti (31–64 anni), Anziani (65+)",Tutti,"Si, previa assistenza",Si,Si,No,No,45895,MOLTO FREQUENTATA,46.063956,11.150402,commercio_e_servizi_di_prossimita.csv,Officina Meccanina Elettrauto Gommista,Via Sommarive 2,98.21,8.07,automatico,Servizi e attività economiche,"VIA SOMMARIVE, 2"
45895.747667476855,Pane e non solo,Ristorazione e agriturismi,Privato,"Via Don Dallafior, 2",Cristina Merz  3487896070,,Accesso libero,A pagamento,Aperto in determinati giorni/orari,"Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio",Mattina,Mattina,Sempre aperto,,,Si pagano gli acquisti/consumazioni,Tutte la età,Tutti,"Si, in autonomia",No,Si,,,45895,abbastanza frequentata. Fa anche servizi per eventi.,46.065756452401104,11.154204662177454,foursquare_povo.geojson,Pane… E Non Solo,None,84.0,6.0,da_verificare,Ristorazione e agriturismi,"Via Don Dallafior, 2"
45895.75203862268,Gelateria Dolomeis,Ristorazione e agriturismi,Privato,Piazza G: Manci,Degasperi Francesco 3335625279,,Accesso libero,A pagamento,Aperto in determinati giorni/orari,,"Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio, Sera",Solo in alcuni periodi dell'anno,"Marzo, Aprile, Maggio, Giugno, Luglio, Agosto, Settembre, Ottobre",,"Chiosco che produce gelato artigianale, torte-gelato e affini, offrendo anche un servizio a domicilio con la cargo bike. Simpatica la proposta di coppe speciali che riprendono il nome dei principali promontori attorno a Povo: Sant'Agata, Cimirlo, Marzola, Celva e Chegul.",Tutte la età,Tutti,"Si, in autonomia",,Si,,,45895,Abbastanza frequentata,46.06619208310082,11.154869782406873,foursquare_povo.geojson,Gelateria Peterle,Piazza Giannantonio Manci,76.62,76.62,da_verificare,Ristorazione e agriturismi,Piazza G: Manci
45895.78692327546,CENTRO ESTETICO,Servizi e attività economiche,ESTETICA MIA DI MOSNA ALESSANDRA,"VIA DELLA RESISTENZA, 25",MOSNA ALESSANDRA ,0461811061 - esteticamia15@gmail.com - www.esteticamia.it,Accesso libero,A pagamento,Aperto in determinati giorni/orari,"Pomeriggio, Sera","Mattina, Pomeriggio, Sera","Mattina, Pomeriggio","Pomeriggio, Sera","Mattina, Pomeriggio, Sera",,,Sempre aperto,,,TRATTAMENTI VISO E CORPO PROFESSIONALI,"Adolescenti (11–17 anni), Giovani (18–30 anni), Adulti (31–64 anni), Anziani (65+)","Turisti / Visitatori, Sportivi / Escursionisti, Studenti, Lavoratori / Pendolari, Persone fragili o in situazione di svantaggio sociale","Si, previa assistenza",No,Si,No,No,45895,MEDIAMENTE FREQUENTATA,46.066208,11.155608,commercio_e_servizi_di_prossimita.csv,Centro Estetico,Via della Resistenza 25,100.0,25.22,automatico,Servizi e attività economiche,"VIA DELLA RESISTENZA, 25"
45895.79948780093,Pizzeria Orostube,Ristorazione e agriturismi,Privato,"Via Sommarive, 10",Gianni Giovannini  0461-816073,,Accesso libero,A pagamento,Aperto in determinati giorni/orari,"Mattina, Sera","Mattina, Sera","Mattina, Sera","Mattina, Sera","Mattina, Sera","Mattina, Sera",,Sempre aperto,,,,Tutte la età,Tutti,"Si, in autonomia",Si,Si,,,45895,molto frequentato. Non accessibile ai cani.,46.06474924527674,11.150489113549739,foursquare_povo.geojson,Orostube,"Via Sommarive, 10",100.0,100.0,automatico,Ristorazione e agriturismi,"Via Sommarive, 10"
45896.51405462963,Pizza Rio,Ristorazione e agriturismi,Privato,Via della Resistenza 9/A,Reale Leonardo  tel.0461811555 cell. 3457641322,,Accesso libero,A pagamento,Aperto in determinati giorni/orari,"Mattina, Sera","Mattina, Sera","Mattina, Sera","Mattina, Sera","Mattina, Sera",Sera,Sera,Sempre aperto,,,Offre soprattutto pizze da asporto con qualche tavolo per la consumazione sul posto non servita.,Tutte la età,,"Si, in autonomia",,Si,,,45896,molto frequentata soprattutto dagli studenti per il pranzo.,46.06630802763667,11.154953132785442,foursquare_povo.geojson,Pizza Rio,"Via della Resistenza, 9",100.0,100.0,automatico,Ristorazione e agriturismi,Via della Resistenza 9/A
45896.62153497685,Agritur Verderame,Ristorazione e agriturismi,PRIVATO,"Via della Selva, 49 38123 – Oltrecastello (TN)",LUCA LANER +39 3485114105,"info@agriturverderame.it
www.agriturverderame.it",Con prenotazione,A pagamento,Sempre aperto,,,,,,,,Sempre aperto,,,"Il silenzio della natura e il foliage dei vigneti, il profilo delle montagne e il colore del cielo, tra benessere, sport e relax.
Tanti elementi s’incontrano all’Agritur Verderame per regalarti
la vacanza perfetta, nella natura ad un passo dalla città. Scoprici!",Tutte la età,"Turisti / Visitatori, Sportivi / Escursionisti, Famiglie, Lavoratori / Pendolari, Associazioni / Gruppi organizzati","Si, previa assistenza",Si,Si,,,45896,STRUTTURA NUOVA,,,,,,0.0,0.0,non_trovato,Ristorazione e agriturismi,"Via della Selva, 49 38123 – Oltrecastello (TN)"
45896.626471180556,AGRITUR 8 GRAPPOLI,Ristorazione e agriturismi,PRIVATO,"Via Graffiano, 14/E – TN",Giorgia Lorenz  3474331891,"+39 392 530 6450
www.8grappoliagritur.com
info@8grappoliagritur.com
facebook.com/8grappoli/
instagram.com/8grappoli_agritur/",Con prenotazione,A pagamento,Sempre aperto,,,,,,,,Sempre aperto,,,"Un sogno e un progetto che portavamo avanti da qualche anno. Il nostro scopo era quello di creare un punto d’incontro tra noi, la nostra azienda, i nostri prodotti e il consumatore finale. Ci piace pensare che attraverso l’agritur possiamo mostrare quello che facciamo e soprattutto come lo facciamo.",Tutte la età,"Turisti / Visitatori, Lavoratori / Pendolari","Si, in autonomia",Si,Si,,,45896,Nel 2019 siamo riusciti a realizzare l’Agritur 8 Grappoli,46.06205425840148,11.148904052792833,foursquare_povo.geojson,8 Grappoli Agritur,Via Graffiano 14\u002FE E,100.0,100.0,automatico,Ristorazione e agriturismi,"Via Graffiano, 14/E – TN"
